Tempo,Entrada,Erro,Saida
344,0.04,156.00,0.25
7872,0.08,155.75,0.75
15296,0.11,155.25,1.47
22796,0.15,154.53,2.41
30292,0.18,153.59,3.56
37780,0.22,152.44,4.90
45272,0.25,151.10,6.43
52764,0.28,149.57,8.12
60256,0.31,147.88,9.99
67756,0.33,146.01,12.00
75284,0.36,144.00,14.16
82820,0.38,141.84,16.45
90364,0.41,139.55,18.87
97908,0.43,137.13,21.40
105452,0.45,134.60,24.04
113044,0.47,131.96,26.78
120640,0.49,129.22,29.61
128244,0.51,126.39,32.52
135844,0.52,123.48,35.50
143436,0.54,120.50,38.55
151032,0.55,117.45,41.66
158632,0.56,114.34,44.82
166232,0.58,111.18,48.03
173828,0.59,107.97,51.27
181432,0.60,104.73,54.54
189024,0.61,101.46,57.84
196628,0.62,98.16,61.15
204180,0.62,94.85,64.48
211720,0.63,91.52,67.81
219272,0.63,88.19,71.14
226816,0.64,84.86,74.47
234364,0.64,81.53,77.79
241916,0.65,78.21,81.10
249464,0.65,74.90,84.38
257004,0.65,71.62,87.65
264556,0.65,68.35,90.88
272100,0.65,65.12,94.09
279648,0.65,61.91,97.25
287200,0.65,58.75,100.38
294800,0.65,55.62,103.47
302408,0.65,52.53,106.52
310016,0.65,49.48,109.51
317624,0.64,46.49,112.45
325220,0.64,43.55,115.34
332828,0.64,40.66,118.18
340428,0.63,37.82,120.96
348028,0.63,35.04,123.67
355632,0.62,32.33,126.33
363232,0.62,29.67,128.92
370836,0.61,27.08,131.45
378432,0.60,24.55,133.91
386024,0.60,22.09,136.31
393620,0.59,19.69,138.63
401212,0.58,17.37,140.89
408816,0.58,15.11,143.08
416412,0.57,12.92,145.20
424012,0.56,10.80,147.24
431600,0.55,8.76,149.22
439148,0.55,6.78,151.13
446708,0.54,4.87,152.96
454256,0.53,3.04,154.72
461800,0.52,1.28,156.41
469360,0.51,-0.41,158.04
476916,0.51,-2.04,159.59
484484,0.50,-3.59,161.07
492036,0.49,-5.07,162.48
499588,0.48,-6.48,163.82
507148,0.47,-7.82,165.10
514704,0.46,-9.10,166.31
522272,0.46,-10.31,167.45
529892,0.45,-11.45,168.53
537504,0.44,-12.53,169.54
545128,0.43,-13.54,170.49
552740,0.42,-14.49,171.38
560360,0.41,-15.38,172.20
567964,0.41,-16.20,172.97
575580,0.40,-16.97,173.68
583188,0.39,-17.68,174.33
590800,0.38,-18.33,174.93
598424,0.38,-18.93,175.47
606040,0.37,-19.47,175.95
613660,0.36,-19.95,176.39
621272,0.35,-20.39,176.78
628892,0.35,-20.78,177.12
636508,0.34,-21.12,177.41
644132,0.33,-21.41,177.65
651744,0.33,-21.65,177.85
659356,0.32,-21.85,178.01
666972,0.31,-22.01,178.13
674584,0.31,-22.13,178.20
682200,0.30,-22.20,178.24
689804,0.30,-22.24,178.25
697420,0.29,-22.25,178.21
705036,0.29,-22.21,178.15
712656,0.28,-22.15,178.05
720268,0.28,-22.05,177.92
727876,0.27,-21.92,177.76
735496,0.27,-21.76,177.58
743108,0.26,-21.58,177.37
750732,0.26,-21.37,177.13
758348,0.25,-21.13,176.87
765972,0.25,-20.87,176.59
773584,0.25,-20.59,176.28
781196,0.24,-20.28,175.96
788812,0.24,-19.96,175.62
796424,0.24,-19.62,175.26
804048,0.23,-19.26,174.89
811656,0.23,-18.89,174.50
819268,0.23,-18.50,174.10
826872,0.22,-18.10,173.69
