Tempo,Entrada,Erro,Saida
834480,0.22,-17.69,173.27
842096,0.22,-17.27,172.84
849712,0.22,-16.84,172.40
857324,0.22,-16.40,171.95
864936,0.21,-15.95,171.49
872552,0.21,-15.49,171.03
880164,0.21,-15.03,170.57
887776,0.21,-14.57,170.10
895396,0.21,-14.10,169.63
903012,0.21,-13.63,169.15
910636,0.21,-13.15,168.68
918252,0.21,-12.68,168.20
925872,0.20,-12.20,167.73
933476,0.20,-11.73,167.26
941096,0.20,-11.26,166.78
948708,0.20,-10.78,166.32
956316,0.20,-10.32,165.85
963936,0.20,-9.85,165.39
971488,0.20,-9.39,164.93
979052,0.20,-8.93,164.48
986608,0.20,-8.48,164.03
994160,0.20,-8.03,163.59
1001720,0.20,-7.59,163.15
1009328,0.20,-7.15,162.73
1016944,0.20,-6.73,162.31
1024560,0.20,-6.31,161.89
1032172,0.21,-5.89,161.49
1039792,0.21,-5.49,161.09
1047404,0.21,-5.09,160.70
1055012,0.21,-4.70,160.32
1062628,0.21,-4.32,159.95
1070248,0.21,-3.95,159.58
1077864,0.21,-3.58,159.23
1085488,0.21,-3.23,158.89
1093100,0.21,-2.89,158.55
1100716,0.21,-2.55,158.23
1108340,0.21,-2.23,157.92
1115956,0.21,-1.92,157.61
1123588,0.22,-1.61,157.32
1131208,0.22,-1.32,157.03
1138828,0.22,-1.03,156.76
1146440,0.22,-0.76,156.50
1154056,0.22,-0.50,156.24
1161668,0.22,-0.24,156.00
1169272,0.22,0.00,155.77
1176868,0.22,0.23,155.54
1184464,0.22,0.46,155.33
1192068,0.23,0.67,155.13
1199672,0.23,0.87,154.93
1207272,0.23,1.07,154.75
1214880,0.23,1.25,154.57
1222480,0.23,1.43,154.41
1230092,0.23,1.59,154.25
1237692,0.23,1.75,154.11
1245304,0.23,1.89,153.97
1252904,0.24,2.03,153.84
1260500,0.24,2.16,153.72
1268112,0.24,2.28,153.61
1275712,0.24,2.39,153.51
1283324,0.24,2.49,153.41
1290924,0.24,2.59,153.32
1298528,0.24,2.68,153.25
1306132,0.24,2.75,153.17
1313732,0.24,2.83,153.11
1321340,0.25,2.89,153.05
1328932,0.25,2.95,153.00
1336528,0.25,3.00,152.96
1344116,0.25,3.04,152.92
1351712,0.25,3.08,152.89
1359304,0.25,3.11,152.87
1366908,0.25,3.13,152.85
1374516,0.25,3.15,152.84
1382120,0.25,3.16,152.83
1389728,0.25,3.17,152.83
1397328,0.25,3.17,152.83
1404936,0.26,3.17,152.84
1412544,0.26,3.16,152.86
1420148,0.26,3.14,152.87
1427760,0.26,3.13,152.89
1435364,0.26,3.11,152.92
1442976,0.26,3.08,152.95
1450572,0.26,3.05,152.98
1458164,0.26,3.02,153.02
1465764,0.26,2.98,153.06
1473356,0.26,2.94,153.10
1480960,0.26,2.90,153.15
1488560,0.26,2.85,153.19
1496164,0.26,2.81,153.24
1503764,0.26,2.76,153.30
1511364,0.26,2.70,153.35
1518968,0.26,2.65,153.41
1526572,0.26,2.59,153.47
1534184,0.26,2.53,153.53
1541792,0.26,2.47,153.59
1549400,0.26,2.41,153.65
1557004,0.27,2.35,153.71
1564608,0.27,2.29,153.78
1572220,0.27,2.22,153.84
1579820,0.27,2.16,153.91
1587436,0.27,2.09,153.98
1595032,0.27,2.02,154.04
1602636,0.27,1.96,154.11
1610240,0.27,1.89,154.18
1617844,0.27,1.82,154.25
1625448,0.27,1.76,154.31
1633060,0.27,1.69,154.38
1640672,0.27,1.62,154.45
1648276,0.27,1.55,154.51
1655884,0.27,1.49,154.58
1663484,0.27,1.42,154.65
1671088,0.27,1.35,154.71
1678700,0.27,1.29,154.78
1686304,0.27,1.22,154.84
1693908,0.27,1.16,154.90
1701508,0.27,1.10,154.97
1709116,0.27,1.03,155.03
1716708,0.27,0.97,155.09
1724304,0.27,0.91,155.15
1731912,0.27,0.85,155.20
1739508,0.27,0.80,155.26
1747112,0.27,0.74,155.32
1754716,0.27,0.68,155.37
1762320,0.27,0.63,155.42
1769920,0.27,0.58,155.48
1777524,0.27,0.52,155.53
1785136,0.27,0.47,155.58
1792736,0.27,0.42,155.62
1800344,0.27,0.38,155.67
1807944,0.27,0.33,155.72
1815548,0.27,0.28,155.76
1823156,0.27,0.24,155.80
1830752,0.27,0.20,155.84
1838352,0.26,0.16,155.88
1845952,0.26,0.12,155.92
1853556,0.26,0.08,155.96
1861148,0.26,0.04,155.99
1868736,0.26,0.01,156.03
1876332,0.26,-0.03,156.06
1883936,0.26,-0.06,156.09
1891544,0.26,-0.09,156.12
1899148,0.26,-0.12,156.15
1906772,0.26,-0.15,156.17
1914392,0.26,-0.17,156.20
1922004,0.26,-0.20,156.22
1929620,0.26,-0.22,156.24
1937236,0.26,-0.24,156.26
1944856,0.26,-0.26,156.28
1952468,0.26,-0.28,156.30
1960084,0.26,-0.30,156.32
1967696,0.26,-0.32,156.34
1975316,0.26,-0.34,156.35
1982932,0.26,-0.35,156.37
1990548,0.26,-0.37,156.38
1998168,0.26,-0.38,156.39
2005784,0.26,-0.39,156.40
2013396,0.26,-0.40,156.41
2021008,0.26,-0.41,156.42
2028628,0.26,-0.42,156.43
2036244,0.26,-0.43,156.43
2043864,0.26,-0.43,156.44
2051484,0.26,-0.44,156.44
2059096,0.26,-0.44,156.45
2066716,0.26,-0.45,156.45
2074332,0.26,-0.45,156.45
2081948,0.26,-0.45,156.45
2089560,0.26,-0.45,156.45
2097180,0.26,-0.45,156.45
2104792,0.26,-0.45,156.45
2112404,0.26,-0.45,156.45
2120024,0.26,-0.45,156.45
2127636,0.26,-0.45,156.44
2135256,0.26,-0.44,156.44
2142868,0.26,-0.44,156.44
2150492,0.26,-0.44,156.43
2158108,0.26,-0.43,156.43
2165724,0.26,-0.43,156.42
2173348,0.26,-0.42,156.41
2180964,0.26,-0.41,156.41
2188584,0.26,-0.41,156.40
2196196,0.26,-0.40,156.39
2203812,0.26,-0.39,156.39
2211424,0.26,-0.39,156.38
2219044,0.26,-0.38,156.37
2226660,0.26,-0.37,156.36
2234276,0.26,-0.36,156.35
2241896,0.26,-0.35,156.35
2249512,0.26,-0.35,156.34
2257136,0.26,-0.34,156.33
2264752,0.26,-0.33,156.32
2272376,0.26,-0.32,156.31
2279996,0.26,-0.31,156.30
2287608,0.26,-0.30,156.29
2295224,0.26,-0.29,156.28
2302836,0.26,-0.28,156.27
2310456,0.26,-0.27,156.26
2318068,0.26,-0.26,156.25
2325692,0.26,-0.25,156.24
2333308,0.26,-0.24,156.23
2340928,0.26,-0.23,156.22
2348544,0.26,-0.22,156.21
2356164,0.26,-0.21,156.20
2363776,0.26,-0.20,156.20
2371388,0.26,-0.20,156.19
2379008,0.26,-0.19,156.18
2386624,0.26,-0.18,156.17
2394248,0.26,-0.17,156.16
2401868,0.26,-0.16,156.15
2409492,0.26,-0.15,156.14
2417108,0.26,-0.14,156.13
2424724,0.26,-0.13,156.12
2432352,0.26,-0.12,156.12
2439968,0.26,-0.12,156.11
2447592,0.26,-0.11,156.10
2455204,0.26,-0.10,156.09
2462816,0.26,-0.09,156.08
2470412,0.26,-0.08,156.08
2478012,0.26,-0.08,156.07
2485620,0.26,-0.07,156.06
2493220,0.26,-0.06,156.06
2500832,0.26,-0.06,156.05
2508436,0.26,-0.05,156.04
2516044,0.26,-0.04,156.04
2523644,0.26,-0.04,156.03
2531252,0.26,-0.03,156.02
2538860,0.26,-0.02,156.02
2546460,0.26,-0.02,156.01
2554072,0.26,-0.01,156.01
2561680,0.26,-0.01,156.00
2569284,0.26,-0.00,156.00
2576876,0.26,0.00,155.99
2584460,0.26,0.01,155.99
2592056,0.26,0.01,155.98
2599648,0.26,0.02,155.98
2607244,0.26,0.02,155.98
2614836,0.26,0.02,155.97
2622428,0.26,0.03,155.97
2630024,0.26,0.03,155.97
2637616,0.26,0.03,155.96
2645212,0.26,0.04,155.96
2652800,0.26,0.04,155.96
2660396,0.26,0.04,155.95
2667988,0.26,0.05,155.95
2675580,0.26,0.05,155.95
2683176,0.26,0.05,155.95
2690764,0.26,0.05,155.95
2698360,0.26,0.05,155.94
2705952,0.26,0.06,155.94
2713544,0.26,0.06,155.94
2721140,0.26,0.06,155.94
2728732,0.26,0.06,155.94
2736328,0.26,0.06,155.94
2743920,0.26,0.06,155.94
2751516,0.26,0.06,155.94
2759108,0.26,0.06,155.94
2766704,0.26,0.06,155.94
2774300,0.26,0.06,155.94
2781892,0.26,0.06,155.94
2789492,0.26,0.06,155.94
2797084,0.26,0.06,155.94
2804676,0.26,0.06,155.94
2812276,0.26,0.06,155.94
2819868,0.26,0.06,155.94
2827464,0.26,0.06,155.94
2835052,0.26,0.06,155.94
2842652,0.26,0.06,155.94
2850244,0.26,0.06,155.94
2857832,0.26,0.06,155.94
2865432,0.26,0.06,155.94
2873024,0.26,0.06,155.94
2880620,0.26,0.06,155.94
2888208,0.26,0.06,155.94
2895800,0.26,0.06,155.94
2903396,0.26,0.06,155.94
2910988,0.26,0.06,155.95
2918588,0.26,0.05,155.95
2926180,0.26,0.05,155.95
2933772,0.26,0.05,155.95
2941364,0.26,0.05,155.95
2948956,0.26,0.05,155.95
2956552,0.26,0.05,155.95
2964144,0.26,0.05,155.95
2971744,0.26,0.05,155.96
2979336,0.26,0.04,155.96
2986928,0.26,0.04,155.96
2994524,0.26,0.04,155.96

