Tempo,Saida
128,0
8108,0
15964,2
23876,18
31840,41
39792,79
47752,119
55772,167
63788,215
71804,261
79812,301
87832,337
95844,366
103860,395
111924,420
119996,442
128068,463
136124,483
144188,499
152252,512
160316,526
168388,538
176452,550
184516,556
192580,568
200636,574
208700,583
216768,586
224828,593
232900,599
240972,601
249036,606
257100,611
265156,609
273224,615
281284,618
289352,617
297420,621
305492,624
313564,622
321636,626
329692,628
337760,625
345824,628
353888,632
361956,628
370028,631
378092,633
386164,631
394232,632
402304,635
410376,633
418440,633
426504,635
434572,632
442644,634
450716,635
458788,636
466856,635
474928,634
483000,636
491064,636
499132,632
507204,636
515276,636
523340,633
531408,635
539480,637
547552,633
555624,635
563692,637
571764,634
579836,634
587908,636
595980,633
604048,635
612120,636
620192,635
628256,634
636324,634
644396,635
652468,635
660540,633
668600,635
676664,636
684728,632
692792,636
700860,636
708932,633
717004,634
725076,637
733144,632
741216,635
749288,637
757360,634
765428,634
773500,637
781572,634
789644,634
797716,636
805784,635
813856,633
821928,633
829992,634
838060,635
846132,632
854196,636
862268,635
870336,633
878408,635
886480,636
894544,631
902612,635
910684,636
918756,632
926828,635
934896,636
942968,633
951040,633
959112,636
967176,633
975244,634
983316,635
991388,634
999460,634
1007528,633
1015648,635
1023764,635
1031884,632
1040008,635
1048116,635
1056236,632
1064356,634
1072476,637
1080596,632
1088716,634
1096836,635
1104956,634
1113072,633
1121188,636
1129308,635
1137428,635
1145552,632
1153672,635
1161784,636
1169900,632
1178020,635
1186140,637
1194260,632
1202380,635
1210500,636
1218620,633
1226732,633
1234852,635
1242976,634
1251092,634
1259216,633
1267336,634
1275448,635
1283564,632
1291684,635
1299804,635
1307924,632
1316044,634
1324164,638
1332284,631
1340400,634
1348520,635
1356640,634
1364760,633
1372880,635
1380996,633
1389108,633
1397228,631
1405348,634
1413468,634
1421588,631
1429708,634
1437828,635
1445948,632
1454064,633
1462184,636
1470300,632
1478424,633
1486544,635
1494660,632
1502776,634
1510892,634
1519012,634
1527132,633
1535252,632
1543372,634
1551492,634
1559612,631
1567728,633
1575848,635
1583964,631
1592088,634
1600204,635
1608324,633
1616436,633
1624556,636
1632676,633
1640796,633
1648916,634
1657036,634
1665156,633
1673276,631
1681388,634
1689512,634
1697628,631
1705752,634
1713872,635
1721988,631
1730104,633
1738220,635
1746340,631
1754460,633
1762580,634
1770700,633
1778820,632
1786940,634
1795056,633
1803176,633
1811296,631
1819416,634
1827532,634
1835656,631
1843768,634
1851884,635
1860004,631
1868124,633
1876244,636
1884364,632
1892484,633
1900604,635
1908716,632
1916840,632
1924960,634
1933080,633
1941200,634
1949316,631
1957428,634
1965548,633
1973668,631
1981788,633
1989908,635
1998028,630
2006148,634
2014268,635
2022380,632
2030504,632
2038620,635
2046740,632
2054864,633
2062984,634
2071096,634
2079212,633
2087332,631
2095452,635
2103572,635
2111692,631
2119812,634
2127932,635
2136048,632
2144164,633
2152288,635
2160404,631
2168528,633
2176648,634
2184760,633
2192876,632
2200996,634
2209116,633
2217236,632
2225356,631
2233476,633
2241596,634
2249708,629
2257828,634
2265952,634
2274072,631
2282192,632
2290312,635
2298428,630
2306548,632
2314668,634
2322788,631
2330908,632
2339028,633
2347148,633
2355268,632
2363384,631
2371504,633
2379620,633
2387740,630
2395860,633
2403984,635
2412092,630
2420212,633
2428332,635
2436452,632
2444572,633
2452692,636
2460812,631
2468932,633
2477044,634
2485164,632
2493284,632
2501404,631
2509528,634
2517644,633
2525768,631
2533884,633
2542004,634
2550124,629
2558244,633
2566364,635
2574484,631
2582604,632
2590720,635
2598840,632
2606960,632
2615080,634
2623200,632
2631320,632
2639432,631
2647548,632
2655668,633
2663788,629
2671908,633
2680028,633
2688148,631
2696268,632
2704380,635
2712504,630
2720624,632
2728740,635
2736860,631
2744984,632
2753096,634
2761212,633
2769332,633
2777452,634
2785572,634
2793692,632
2801812,630
2809932,633
2818048,634
2826168,630
2834288,633
2842408,635
2850528,631
2858648,633
2866756,634
2874880,632
2882996,631
2891116,635
2899236,631
2907356,633
2915476,633
2923596,635
2931708,632
2939832,631
2947952,633
2956072,633
2964192,630
2972312,633
2980420,634
2988540,629
2996660,633

