Tempo,Saida
128,0
8108,0
15964,3
23876,19
31840,53
39792,93
47752,138
55772,188
63788,242
71804,298
79816,355
87832,408
95844,456
103860,504
111924,544
119988,577
128060,606
136116,629
144184,649
152244,665
160308,677
168380,690
176444,700
184508,712
192572,717
200632,724
208700,729
216764,729
224828,737
232900,738
240972,742
249036,742
257100,742
265156,746
273224,747
281284,749
289352,748
297420,746
305492,749
313564,750
321636,750
329692,750
337760,747
345824,752
353884,751
361956,752
370020,750
378084,749
386156,752
394224,752
402296,751
410368,751
418432,748
426496,752
434564,751
442628,752
450700,750
458764,749
466828,753
474904,752
482976,752
491040,750
499108,749
507180,753
515252,751
523316,749
531380,750
539448,748
547516,753
555584,751
563652,749
571716,749
579788,749
587860,753
595928,752
604000,748
612068,750
620144,749
628212,753
636284,751
644356,748
652428,750
660500,749
668556,752
676624,751
684688,748
692748,750
700820,749
708892,753
716964,751
725028,749
733096,750
741168,751
749240,753
757304,752
765372,749
773444,752
781516,751
789588,754
797652,753
805724,749
813796,752
821872,751
829940,754
838004,751
846076,749
854148,751
862220,752
870288,751
878360,751
886428,748
894492,752
902564,750
910628,752
918700,750
926772,749
934836,752
942912,751
950984,751
959048,750
967116,748
975188,753
983260,752
991332,752
999400,750
1007472,749
1015588,753
1023708,752
1031828,749
1039940,751
1048060,751
1056180,753
1064300,752
1072420,749
1080540,753
1088660,751
1096780,753
1104892,751
1113012,749
1121132,753
1129252,752
1137372,749
1145492,751
1153604,749
1161724,753
1169844,751
1177964,749
1186084,751
1194204,751
1202324,753
1210444,751
1218556,747
1226676,752
1234796,750
1242920,751
1251036,750
1259156,749
1267276,752
1275388,751
1283508,749
1291628,751
1299748,750
1307868,753
1315988,751
1324108,748
1332220,751
1340340,750
1348460,752
1356580,750
1364700,748
1372820,752
1380932,752
1389052,751
1397172,751
1405292,749
1413412,754
1421532,751
1429652,749
1437772,750
1445884,750
1454004,752
1462124,751
1470244,747
1478364,751
1486484,750
1494596,751
1502716,750
1510836,749
1518956,752
1527076,752
1535196,748
1543316,750
1551436,749
1559548,753
1567668,751
1575788,748
1583908,750
1592028,750
1600148,752
1608260,751
1616380,748
1624500,752
1632620,751
1640740,751
1648860,750
1656980,748
1665100,753
1673212,751
1681332,748
1689452,749
1697572,749
1705692,752
1713812,751
1721924,747
1730044,751
1738164,750
1746284,752
1754404,750
1762524,748
1770644,751
1778764,751
1786876,750
1794996,749
1803116,748
1811236,752
1819356,751
1827476,749
1835588,750
1843708,751
1851828,752
1859948,751
1868068,747
1876188,751
1884308,750
1892428,752
1900540,749
1908660,748
1916780,751
1924900,751
1933020,751
1941140,750
1949252,749
1957372,753
1965492,751
1973612,747
1981732,751
1989852,750
1997972,753
2006092,751
2014204,749
2022324,750
2030444,751
2038564,751
2046684,751
2054808,748
2062916,753
2071036,751
2079156,749
2087276,750
2095396,749
2103516,752
2111636,751
2119756,747
2127868,750
2135988,749
2144108,752
2152228,750
2160348,748
2168468,751
2176580,751
2184700,751
2192820,750
2200940,747
2209060,752
2217180,750
2225300,748
2233420,749
2241532,749
2249652,752
2257772,751
2265896,748
2274012,751
2282132,750
2290244,752
2298364,751
2306484,747
2314604,752
2322724,751
2330844,751
2338964,749
2347084,748
2355196,752
2363316,751
2371436,748
2379556,750
2387676,749
2395796,753
2403916,751
2412028,747
2420148,750
2428268,750
2436388,751
2444508,751
2452628,747
2460748,752
2468860,751
2476980,752
2485100,750
2493220,748
2501340,752
2509460,751
2517572,747
2525692,750
2533812,748
2541932,752
2550052,750
2558172,748
2566292,751
2574412,751
2582524,751
2590644,751
2598764,748
2606884,752
2615004,751
2623124,750
2631236,750
2639356,748
2647476,753
2655596,751
2663716,749
2671836,750
2679956,750
2688076,752
2696188,751
2704308,748
2712428,751
2720548,751
2728668,752
2736788,750
2744900,748
2753020,752
2761140,751
2769260,749
2777380,750
2785500,749
2793620,753
2801740,751
2809852,748
2817972,750
2826092,750
2834212,751
2842332,750
2850452,747
2858564,751
2866684,750
2874804,750
2882924,749
2891044,748
2899164,753
2907284,752
2915404,749
2923516,750
2931636,750
2939756,752
2947876,751
2955996,748
2964116,751
2972228,749
2980348,752
2988468,749
2996588,748

