Tempo,Saida
128,0
588,0
948,0
1308,0
1716,0
2128,0
2540,0
2932,0
3348,0
3756,0
4168,0
4580,0
4972,0
5388,0
5796,0
6208,0
6620,0
7012,0
7428,0
7836,0
8248,0
8660,0
9052,0
9468,0
9876,0
10288,0
10868,0
11548,0
12228,0
12908,0
13588,0
14268,0
14948,0
15628,0
16308,0
16988,0
17668,0
18348,0
19028,0
19708,0
20388,0
21068,0
21748,0
22428,0
23108,1
23788,0
24468,1
25148,2
25828,3
26508,4
27188,3
27868,5
28548,6
29228,6
29908,9
30588,9
31268,11
32020,12
32788,13
33548,16
34316,18
35080,18
35852,21
36608,22
37376,24
38140,27
38904,29
39668,29
40436,32
41200,33
41964,36
42728,37
43496,40
44260,42
45024,46
45788,49
46556,51
47320,54
48084,57
48848,60
49616,63
50380,65
51144,68
51908,69
52676,72
53440,74
54204,78
54968,79
55736,82
56500,85
57264,88
58028,91
58796,95
59560,96
60324,99
61088,101
61940,102
62788,105
63640,106
64488,108
65340,110
66188,114
67040,117
67888,119
68740,122
69588,125
70440,126
71288,128
72140,128
72988,130
73840,131
74688,134
75540,136
76388,137
77240,140
78088,141
78940,143
79788,144
80640,145
81488,146
82340,146
83188,146
84040,148
84888,150
85740,151
86588,153
87440,155
88288,156
89140,158
89988,158
90840,159
91688,159
92540,159
93388,162
94240,164
95088,165
95940,167
96788,169
97640,171
98488,171
99344,174
100188,174
101124,174
102060,177
102996,178
103928,181
104864,184
105800,185
106736,187
107668,187
108604,189
109540,191
110476,193
111408,196
112344,198
113280,201
114216,202
115148,203
116084,205
117020,205
117956,207
118888,210
119828,213
120760,215
121696,217
122628,217
123564,219
124500,221
125436,223
126368,225
127304,228
128240,229
129176,230
130108,229
131044,231
131980,234
132916,236
133848,238
134784,238
135720,239
136656,239
137588,240
138524,242
139460,244
140396,246
141332,248
142264,249
143200,248
144136,249
145068,252
146004,253
146940,255
147876,257
148808,256
149744,256
150680,257
151616,259
152548,261
153484,263
154420,264
155356,265
156288,265
157224,265
158160,267
159096,268
160028,270
160964,271
161900,272
162836,272
163768,273
164704,274
165640,276
166576,277
167508,278
168444,278
169380,278
170316,279
171248,282
172184,283
173120,284
174056,284
174988,284
175924,285
176860,288
177796,291
178728,292
179664,292
180600,291
181536,292
182468,294
183404,295
184340,297
185276,298
186208,298
187144,299
188080,300
189016,303
189948,304
190884,305
191820,305
192756,304
193688,306
194624,307
195560,309
196496,311
197428,310
198364,310
199300,311
200236,312
201168,314
202104,315
203040,314
203976,314
204908,314
205844,317
206780,318
207716,319
208648,318
209584,318
210520,318
211456,320
212388,322
213324,322
214260,322
215196,321
216128,322
217064,324
218000,325
218936,327
219868,326
220804,326
221740,327
222676,328
223608,331
224544,331
225480,331
226416,330
227348,331
228284,332
229220,333
230156,334
231088,334
232024,334
232960,335
233896,336
234828,336
235764,337
236700,337
237636,336
238568,337
239504,339
240440,341
241376,340
242308,339
243244,340
244180,340
245116,342
246048,344
246984,344
247920,342
248856,343
249788,344
250724,346
251660,346
252596,346
253528,345
254464,346
255400,347
256336,349
257268,351
258204,350
259140,348
260076,349
261008,351
261944,352
262880,352
263816,351
264748,352
265684,353
266620,354
267556,354
268488,354
269424,352
270360,353
271296,355
272228,357
273164,355
274100,354
275036,355
275968,356
276904,359
277840,359
278776,358
279708,357
280644,358
281580,359
282516,360
283448,361
284384,360
285320,359
286256,361
287188,363
288124,362
289060,362
289996,361
290928,362
291864,363
292800,364
293736,366
294668,364
295604,365
296540,364
297476,366
298408,366
299344,367
300280,365
301216,366
302148,366
303084,368
304020,367
304956,366
305888,367
306824,368
307760,369
308696,370
309628,370
310564,368
311500,369
312436,370
313368,371
314304,371
315240,370
316176,371
317108,372
318044,373
318980,374
319916,373
320848,371
321784,372
322720,373
323656,376
324588,376
325524,374
326460,374
327396,375
328328,377
329264,376
330200,376
331136,374
332068,375
333004,377
333940,377
334876,375
335808,374
336744,376
