Tempo,Saida
128,0
588,0
948,0
1308,0
1716,0
2128,0
2540,0
2932,0
3348,0
3756,0
4168,0
4580,0
4972,0
5388,0
5796,0
6208,0
6620,0
7012,0
7428,0
7836,0
8248,0
8660,0
9052,0
9468,0
9876,0
10288,0
10868,0
11548,0
12228,0
12908,0
13588,0
14268,0
14948,0
15628,0
16308,0
16988,0
17668,0
18348,0
19028,0
19708,0
20388,0
21068,0
21748,0
22428,0
23108,0
23788,0
24468,0
25148,0
25828,0
26508,0
27188,0
27868,0
28548,0
29228,0
29908,0
30588,0
31268,0
31948,0
32628,1
33308,1
33996,1
34668,2
35348,1
36036,1
36708,2
37388,3
38068,2
38748,3
39428,3
40108,5
40788,4
41468,5
42148,6
42828,6
43508,5
44188,6
44868,6
45548,7
46228,7
46908,8
47588,8
48268,9
48948,10
49700,9
50396,10
51144,10
51908,12
52676,12
53440,13
54204,14
54968,15
55736,15
56500,17
57264,18
58028,19
58796,20
59560,21
60324,21
61088,22
61856,22
62620,25
63384,25
64148,25
64916,26
65680,27
66444,28
67208,28
67976,30
68740,30
69504,32
70268,32
71036,33
71800,33
72564,33
73328,35
74096,35
74860,36
75624,36
76388,37
77156,37
77920,37
78684,38
79448,38
80216,38
80980,38
81744,40
82508,39
83276,40
84040,40
84804,40
85568,39
86336,40
87100,39
87864,40
88628,40
89396,40
90160,40
90924,41
91688,41
92456,41
93220,41
93984,43
94748,43
95516,42
96280,43
97044,44
97808,43
98576,46
99344,44
100104,47
100956,47
101804,47
102656,48
103504,49
104356,49
105204,50
106056,50
106904,51
107756,51
108604,51
109456,52
110304,53
111156,53
112004,55
112856,54
113704,56
114556,56
115404,57
116256,56
117104,57
117956,59
118804,59
119656,61
120504,62
121356,63
122204,64
123056,65
123912,66
124756,67
125604,69
126456,70
127304,71
128156,71
129004,72
129856,73
130704,73
131556,74
132404,76
133256,76
134104,76
134956,76
135804,77
136656,78
137504,78
138356,80
139204,80
140056,82
140904,83
141756,85
142604,84
143456,86
144304,87
145156,88
146004,88
146856,89
147704,89
148556,88
149404,89
150256,89
151104,89
151956,90
152804,91
153656,92
154504,93
155356,95
156204,95
157056,96
157904,96
158756,97
159604,98
160456,99
161304,98
162156,100
163088,101
164024,102
164960,101
165900,102
166828,101
167764,102
168700,103
169636,103
170568,104
171504,105
172440,107
173376,107
174308,109
175244,109
176180,109
177116,111
178048,111
178984,113
179920,112
180856,112
181788,112
182724,113
183660,114
184596,114
185528,115
186464,116
187404,117
188336,118
189268,118
190204,119
191140,120
192076,121
193008,121
193944,120
194880,121
195816,120
196748,121
197684,121
198620,122
199556,123
200488,123
201424,126
202360,126
203296,127
204228,128
205164,128
206100,128
207036,129
207968,129
208912,130
209840,129
210776,130
211708,131
212644,132
213580,133
214516,133
215448,135
216384,136
217320,136
218256,136
219188,137
220124,137
221060,136
221996,136
222928,137
223864,139
224800,139
225736,140
226668,141
227604,143
228540,143
229476,143
230416,144
231344,143
232280,144
233216,143
234148,144
235084,146
236020,144
236956,147
237888,147
238824,149
239760,149
240696,150
241628,150
242564,151
243500,151
244436,151
245368,150
246304,151
247240,152
248176,152
249108,154
250044,155
250980,156
251920,156
252848,157
253784,156
254720,156
255656,156
256588,156
257524,157
258460,159
259396,159
260328,159
261264,159
262200,160
263136,161
264068,162
265004,161
265940,162
266876,160
267808,159
268744,161
269680,161
270616,162
271548,162
272484,162
273424,163
274356,165
275288,164
276224,165
277160,163
278096,164
279028,164
279964,165
280900,165
281836,166
282768,167
283704,168
284640,168
285576,169
286508,168
287444,168
288380,169
289316,168
290248,168
291184,168
292120,170
293056,170
293988,172
294932,172
295860,174
296796,173
297728,173
298664,172
299600,173
300536,173
301468,174
302404,174
303340,176
304276,176
305208,177
306144,178
307080,177
308016,177
308948,176
309884,177
310820,177
311756,178
312688,179
313624,180
314560,182
315496,181
316436,182
317364,181
318300,180
319236,180
320168,182
321104,182
322040,182
322976,183
