Tempo,Saida
128,0
588,0
948,0
1308,0
1716,0
2128,0
2540,0
2932,0
3348,0
3756,0
4168,0
4580,0
4972,0
5388,0
5796,0
6208,0
6620,0
7012,0
7428,0
7836,0
8248,0
8660,0
9052,0
9468,0
9876,0
10288,0
10868,0
11548,0
12228,0
12908,0
13588,0
14268,0
14948,0
15628,0
16308,0
16988,0
17668,0
18348,0
19028,0
19708,0
20388,1
21068,2
21748,3
22428,3
23108,4
23788,6
24468,7
25148,8
25828,8
26508,9
27188,11
27940,14
28704,15
29468,18
30236,19
31000,23
31764,24
32528,27
33296,29
34060,31
34832,34
35588,36
36356,39
37120,41
37884,45
38648,46
39416,48
40180,51
40944,54
41708,57
42476,61
43240,65
44004,68
44768,72
45536,76
46300,80
47064,82
47828,85
48596,88
49360,91
50124,94
50888,98
51656,103
52504,107
53356,111
54204,115
55056,118
55904,122
56756,125
57604,129
58456,132
59304,138
60156,142
61004,145
61856,149
62704,151
63556,155
64404,158
65256,163
66104,165
66956,170
67804,173
68656,176
69504,177
70356,180
71204,184
72056,187
72904,191
73756,194
74604,197
75456,199
76304,201
77156,202
78004,206
78860,209
79704,212
80556,214
81404,217
82256,217
83104,219
83956,222
84804,225
85656,229
86504,231
87356,232
88204,233
89056,236
89904,237
90756,241
91604,244
92456,246
93304,248
94156,249
95004,250
95856,253
96704,255
97556,257
98404,260
99256,262
100104,263
101040,264
101976,268
102908,271
103844,274
104780,275
105716,276
106648,278
107584,281
108520,285
109456,287
110388,287
111324,290
112260,292
113196,296
114128,299
115064,301
116000,302
116936,304
117868,307
118804,310
119740,313
120676,314
121608,315
122544,318
123480,322
124416,325
125348,326
126284,325
127220,328
128156,331
129088,334
130024,337
130960,336
131896,338
132828,340
133764,343
134700,345
135636,344
136568,346
137504,349
138440,352
139376,352
140308,354
141244,355
142180,358
143116,360
144048,362
144984,362
145920,362
146856,365
147788,368
148724,369
149660,370
150596,370
151528,373
152464,375
153400,376
154336,375
155268,378
156204,380
157140,383
158076,383
159008,384
159944,386
160880,388
161816,390
162748,390
163684,390
164620,392
165556,394
166488,395
167424,394
168360,396
169296,398
170228,400
171164,401
172100,401
173036,402
173968,406
174904,407
175840,407
176776,408
177708,410
178644,412
179580,413
180516,412
181448,413
182384,416
183320,417
184256,417
185188,418
186124,419
187060,421
187996,422
188928,423
189864,424
190800,425
191736,428
192668,426
193604,426
194540,428
195476,431
196408,431
197344,431
198280,431
199216,433
200148,435
201084,434
202020,435
202956,436
203888,439
204824,439
205760,439
206696,440
207628,442
208564,445
209500,443
210436,444
211368,445
212304,447
213240,447
214176,446
215108,448
216044,450
216980,450
217916,449
218848,449
219784,452
220720,453
221656,452
222588,452
223524,455
224460,456
225396,456
226328,456
227264,457
228200,459
229136,460
230068,458
231004,459
231940,461
232876,463
233808,461
234744,461
235680,463
236616,464
237548,464
238484,463
239420,465
240356,468
241288,466
242224,466
243160,467
244096,468
245028,470
245964,468
246900,469
247836,471
248768,472
249704,471
250640,471
251576,473
252508,475
253444,474
254380,473
255316,474
256248,477
257184,476
258120,477
259056,477
259988,479
260924,479
261860,477
262796,478
263728,480
264664,480
265600,478
266536,479
267468,481
268404,482
269340,481
270276,481
271208,482
272144,484
273080,483
274016,485
274948,486
275884,486
276820,486
277756,485
278688,487
279624,489
280560,487
281496,487
282428,488
283364,490
284300,490
285236,487
286168,489
287104,491
288040,490
288976,489
289908,490
290844,492
291780,492
292716,491
293648,491
294584,493
295520,494
296456,492
297388,492
298324,494
299260,495
300196,494
301128,493
302064,495
303000,496
303936,496
304868,495
305804,496
306740,498
307676,498
308608,496
309544,498
310480,499
311416,498
312348,497
313284,498
314220,499
315156,500
316088,498
317024,500
317960,501
318896,501
319828,500
320764,502
321700,502
322636,502
323568,501
324504,503
325440,503
326376,504
327308,503
328244,504
329180,505
330116,505
331048,503
331984,504
332920,505
333856,505
334788,503
335724,504
336660,506
337596,506
338528,504
