Tempo, Uk, xhat, Erro, Saida
568,0.52,0.00,621.00,0.00
8552,0.94,0.00,621.00,0.00
16408,1.41,0.01,621.00,0.00
24332,1.86,0.01,621.00,1.00
32276,2.31,0.01,620.00,14.00
40284,2.67,0.02,607.00,37.00
48280,2.99,0.03,584.00,73.00
56280,3.21,0.03,548.00,114.00
64336,3.40,0.04,507.00,159.00
72384,3.53,0.05,462.00,212.00
80436,3.59,0.07,409.00,265.00
88492,3.62,0.08,356.00,321.00
96548,3.59,0.09,300.00,373.00
104604,3.56,0.10,248.00,431.00
112708,3.43,0.11,190.00,480.00
120820,3.35,0.12,141.00,528.00
128940,3.19,0.13,93.00,572.00
137004,3.05,0.13,49.00,611.00
145060,2.89,0.14,10.00,645.00
153116,2.74,0.15,-24.00,674.00
161196,2.58,0.15,-53.00,697.00
169276,2.44,0.15,-76.00,717.00
177356,2.28,0.16,-96.00,736.00
185428,2.11,0.16,-115.00,751.00
193556,1.96,0.16,-130.00,761.00
201676,1.82,0.16,-140.00,774.00
209804,1.65,0.16,-153.00,783.00
217932,1.50,0.16,-162.00,790.00
226052,1.35,0.16,-169.00,798.00
234180,1.18,0.16,-177.00,800.00
242308,1.06,0.16,-179.00,805.00
250436,0.89,0.16,-184.00,804.00
258564,0.78,0.16,-183.00,799.00
266692,0.67,0.16,-178.00,792.00
274820,0.58,0.16,-171.00,786.00
282948,0.48,0.16,-165.00,774.00
291076,0.43,0.15,-153.00,762.00
299204,0.38,0.15,-141.00,745.00
307332,0.37,0.15,-124.00,729.00
315452,0.35,0.14,-108.00,711.00
323572,0.38,0.14,-90.00,690.00
331652,0.42,0.14,-69.00,670.00
339732,0.47,0.13,-49.00,647.00
347804,0.56,0.13,-26.00,623.00
355884,0.66,0.12,-2.00,604.00
363908,0.74,0.12,17.00,583.00
371972,0.87,0.12,38.00,566.00
380028,0.97,0.12,55.00,551.00
388084,1.09,0.11,70.00,542.00
396140,1.17,0.11,79.00,534.00
404204,1.27,0.11,87.00,531.00
412268,1.34,0.11,90.00,531.00
420332,1.41,0.11,90.00,538.00
428396,1.42,0.11,83.00,548.00
436460,1.43,0.12,73.00,558.00
444516,1.43,0.12,63.00,573.00
452572,1.39,0.12,48.00,588.00
460636,1.36,0.12,33.00,601.00
468700,1.32,0.13,20.00,618.00
476772,1.24,0.13,3.00,633.00
484788,1.17,0.13,-12.00,644.00
492868,1.11,0.13,-23.00,654.00
500948,1.04,0.14,-33.00,661.00
509020,0.99,0.14,-40.00,668.00
517084,0.92,0.14,-47.00,673.00
525156,0.87,0.14,-52.00,676.00
533236,0.82,0.14,-55.00,675.00
541316,0.79,0.14,-54.00,673.00
549396,0.76,0.14,-52.00,671.00
557476,0.73,0.14,-50.00,668.00
565556,0.71,0.14,-47.00,657.00
573636,0.75,0.13,-36.00,653.00
