Tempo, Uk, xhat, Erro, Saida
568,0.50,0.00,621.00,0.00
8544,0.90,0.00,621.00,0.00
16392,1.34,0.01,621.00,0.00
24312,1.76,0.01,621.00,0.00
32244,2.19,0.01,621.00,13.00
40244,2.53,0.02,608.00,33.00
48232,2.85,0.02,588.00,66.00
56224,3.08,0.03,555.00,104.00
64272,3.28,0.04,517.00,147.00
72320,3.42,0.05,474.00,198.00
80376,3.48,0.06,423.00,250.00
88428,3.53,0.07,371.00,303.00
96484,3.52,0.08,318.00,358.00
104532,3.47,0.09,263.00,408.00
112636,3.42,0.10,213.00,463.00
120748,3.28,0.11,158.00,512.00
128868,3.17,0.12,109.00,556.00
136988,3.03,0.13,65.00,597.00
145044,2.88,0.14,24.00,632.00
153108,2.74,0.14,-11.00,661.00
161188,2.60,0.15,-40.00,685.00
169260,2.46,0.15,-64.00,707.00
177340,2.31,0.15,-86.00,727.00
185412,2.15,0.16,-106.00,743.00
193544,2.01,0.16,-122.00,754.00
201668,1.88,0.16,-133.00,768.00
209796,1.71,0.16,-147.00,776.00
217924,1.58,0.16,-155.00,783.00
226052,1.44,0.16,-162.00,791.00
234180,1.29,0.16,-170.00,795.00
242316,1.16,0.16,-174.00,797.00
250452,1.03,0.16,-176.00,800.00
258580,0.89,0.16,-179.00,796.00
266708,0.80,0.16,-175.00,791.00
274828,0.70,0.16,-170.00,784.00
282948,0.62,0.16,-163.00,776.00
291076,0.54,0.16,-155.00,764.00
299204,0.50,0.15,-143.00,751.00
307324,0.47,0.15,-130.00,734.00
315444,0.47,0.15,-113.00,721.00
323564,0.44,0.14,-100.00,701.00
331692,0.49,0.14,-80.00,682.00
339764,0.52,0.14,-61.00,663.00
347844,0.57,0.13,-42.00,644.00
355916,0.63,0.13,-23.00,622.00
363996,0.73,0.13,-1.00,604.00
372020,0.81,0.12,17.00,587.00
380084,0.90,0.12,34.00,575.00
388132,0.98,0.12,46.00,563.00
396188,1.07,0.12,58.00,554.00
404244,1.15,0.12,67.00,549.00
412316,1.21,0.11,72.00,549.00
420380,1.26,0.12,72.00,553.00
428444,1.28,0.12,68.00,557.00
436508,1.31,0.12,64.00,565.00
444572,1.31,0.12,56.00,574.00
452628,1.31,0.12,47.00,585.00
460692,1.28,0.12,36.00,595.00
468756,1.26,0.13,26.00,607.00
476828,1.21,0.13,14.00,617.00
484892,1.18,0.13,4.00,626.00
492908,1.14,0.13,-5.00,636.00
500932,1.09,0.13,-15.00,646.00
508996,1.03,0.13,-25.00,649.00
517060,1.01,0.13,-28.00,655.00
525140,0.95,0.13,-34.00,658.00
533212,0.92,0.13,-37.00,662.00
541284,0.87,0.14,-41.00,659.00
549356,0.87,0.13,-38.00,660.00
557428,0.83,0.13,-39.00,656.00
565508,0.83,0.13,-35.00,652.00
573580,0.82,0.13,-31.00,647.00
581644,0.83,0.13,-26.00,642.00
589708,0.83,0.13,-21.00,635.00
597780,0.86,0.13,-14.00,630.00
605852,0.87,0.13,-9.00,623.00
613876,0.90,0.13,-2.00,618.00
621892,0.92,0.13,3.00,613.00
629900,0.95,0.13,8.00,607.00
637900,0.98,0.12,14.00,605.00
645956,0.99,0.12,16.00,601.00
654012,1.03,0.12,20.00,598.00
662068,1.06,0.12,23.00,598.00
670132,1.07,0.12,23.00,597.00
678188,1.09,0.12,24.00,599.00
686244,1.09,0.12,22.00,599.00
694292,1.11,0.12,22.00,603.00
702348,1.10,0.13,18.00,604.00
710412,1.12,0.13,17.00,609.00
718484,1.09,0.13,12.00,612.00
726540,1.09,0.13,9.00,616.00
734548,1.08,0.13,5.00,622.00
742564,1.05,0.13,-1.00,622.00
750580,1.06,0.13,-1.00,629.00
758604,1.01,0.13,-8.00,629.00
766628,1.02,0.13,-8.00,632.00
774652,0.99,0.13,-11.00,635.00
782724,0.97,0.13,-14.00,635.00
790796,0.96,0.13,-14.00,635.00
798868,0.95,0.13,-14.00,637.00
806932,0.93,0.13,-16.00,633.00
814996,0.95,0.13,-12.00,636.00
823068,0.91,0.13,-15.00,631.00
831140,0.95,0.13,-10.00,631.00
839212,0.92,0.13,-10.00,628.00
847284,0.94,0.13,-7.00,627.00
855308,0.93,0.13,-6.00,623.00
863324,0.96,0.13,-2.00,621.00
871332,0.96,0.13,0.00,619.00
879332,0.97,0.13,2.00,618.00
887340,0.97,0.13,3.00,615.00
895348,1.00,0.13,6.00,615.00
903356,0.99,0.13,6.00,613.00
911356,1.01,0.13,8.00,614.00
919364,1.01,0.13,7.00,612.00
927372,1.03,0.13,9.00,613.00
935380,1.02,0.13,8.00,612.00
943388,1.04,0.13,9.00,613.00
