Tempo, Uk, xhat, Erro, Saida
568,0.64,0.00,621.00,0.00
8552,1.14,0.01,621.00,0.00
16424,1.75,0.01,621.00,0.00
24348,2.27,0.01,621.00,2.00
32292,2.84,0.01,619.00,19.00
40292,3.22,0.02,602.00,44.00
48288,3.65,0.03,577.00,80.00
56280,3.89,0.04,541.00,122.00
64328,4.16,0.05,499.00,168.00
72384,4.30,0.06,453.00,219.00
80444,4.42,0.07,402.00,272.00
88500,4.45,0.08,349.00,324.00
96556,4.48,0.09,297.00,374.00
104612,4.45,0.10,247.00,428.00
112716,4.34,0.11,193.00,476.00
120828,4.26,0.12,145.00,521.00
128940,4.12,0.13,100.00,566.00
137060,3.95,0.14,55.00,605.00
145124,3.79,0.14,16.00,639.00
153188,3.61,0.15,-18.00,669.00
161268,3.43,0.15,-48.00,694.00
169348,3.25,0.16,-73.00,713.00
177428,3.08,0.16,-92.00,733.00
185500,2.87,0.16,-112.00,749.00
193620,2.70,0.16,-128.00,761.00
201736,2.51,0.16,-140.00,772.00
209860,2.33,0.17,-151.00,782.00
217996,2.13,0.17,-161.00,788.00
226124,1.97,0.17,-167.00,797.00
234252,1.73,0.17,-176.00,801.00
242380,1.59,0.17,-180.00,805.00
250508,1.37,0.17,-184.00,811.00
258636,1.19,0.17,-190.00,811.00
266764,1.03,0.17,-190.00,813.00
274892,0.83,0.17,-192.00,812.00
283020,0.69,0.16,-191.00,806.00
291148,0.55,0.16,-185.00,801.00
299276,0.41,0.16,-180.00,794.00
307404,0.30,0.16,-173.00,782.00
315524,0.22,0.16,-161.00,768.00
323652,0.16,0.15,-147.00,749.00
331772,0.16,0.15,-128.00,728.00
339900,0.16,0.14,-107.00,709.00
348028,0.17,0.14,-88.00,684.00
356108,0.27,0.13,-63.00,659.00
364188,0.34,0.13,-38.00,633.00
372260,0.48,0.13,-12.00,605.00
380340,0.62,0.12,16.00,581.00
388404,0.77,0.12,40.00,556.00
396468,0.96,0.11,65.00,536.00
404524,1.11,0.11,85.00,520.00
412580,1.29,0.11,101.00,510.00
420700,1.41,0.11,111.00,505.00
428820,1.54,0.11,116.00,510.00
436940,1.57,0.11,111.00,516.00
445060,1.67,0.11,105.00,529.00
453180,1.64,0.11,92.00,548.00
461244,1.63,0.12,73.00,569.00
469308,1.54,0.12,52.00,592.00
477372,1.47,0.13,29.00,617.00
485436,1.33,0.13,4.00,639.00
493444,1.23,0.13,-18.00,661.00
501524,1.06,0.14,-40.00,677.00
