Tempo,Saida
128,0
8108,0
15964,0
23876,4
31788,19
39744,46
47704,79
55672,116
63684,150
71700,178
79708,203
87724,222
95732,243
103748,259
111812,280
119876,297
127932,319
136008,333
144068,347
152124,358
160196,369
168260,378
176324,389
184388,400
192444,410
200508,415
208572,421
216636,427
224708,432
232772,437
240836,442
248900,447
256956,451
265020,455
273084,457
281148,461
289220,463
297284,466
305348,467
313420,471
321484,471
329548,473
337612,475
345680,477
353748,477
361812,479
369876,479
377940,480
386004,480
394068,482
402132,482
410196,484
418268,483
426332,485
434396,486
442468,488
450524,488
458596,489
466660,489
474724,489
482796,488
490860,488
498932,488
507004,485
515060,485
523124,485
531188,485
539260,484
547324,486
555396,485
563468,486
571532,486
579604,487
587660,486
595732,488
603804,488
611868,488
619940,488
628012,488
636076,487
644148,488
652204,487
660268,487
668332,487
676396,487
684468,486
692532,488
700596,487
708668,487
716724,488
724796,489
732868,488
740932,489
749004,490
757068,489
765140,489
773212,487
781268,488
789332,487
797404,485
805476,485
813548,484
821620,483
829684,485
837748,484
845804,485
853868,485
861932,486
869996,485
878068,486
886140,486
894204,486
902276,486
910332,487
918404,486
926468,487
934532,486
942596,487
950668,486
958740,486
966812,485
974876,486
982940,485
991012,485
999084,486
1007148,487
1015268,487
1023388,487
1031508,489
1039628,488
1047748,488
1055868,487
1063988,487
1072100,486
1080220,484
1088340,484
1096460,485
1104580,484
1112700,485
1120812,484
1128932,484
1137052,485
1145172,485
1153292,485
1161412,486
1169532,486
1177652,487
1185764,486
1193884,486
1202004,486
1210124,486
1218244,485
1226364,486
1234476,486
1242596,486
1250716,486
1258836,487
1266956,487
1275076,488
1283196,488
1291316,488
1299428,488
1307548,487
1315668,487
1323788,487
1331908,484
1340028,483
1348140,485
1356260,483
1364380,483
1372500,483
1380620,484
1388740,483
1396860,485
1404980,485
1413092,486
1421212,487
1429332,487
1437452,486
1445572,486
1453692,486
1461804,485
1469924,485
1478044,485
1486164,484
1494284,486
1502404,485
1510524,486
1518644,487
1526756,488
1534876,487
1542996,489
1551116,487
1559236,488
1567356,486
1575468,487
1583588,484
1591708,485
1599828,483
1607948,484
1616068,484
1624188,484
1632308,485
1640420,484
1648540,484
1656660,485
1664780,486
1672900,485
1681020,487
1689132,486
1697252,487
1705372,486
1713492,486
1721612,485
1729732,486
1737852,485
1745972,485
1754084,485
1762204,486
1770324,486
1778444,487
1786564,487
1794684,487
1802796,487
1810916,487
1819036,486
1827156,486
1835276,486
1843396,484
1851516,483
1859636,483
1867748,483
1875868,483
1883988,483
1892108,484
1900228,484
1908348,485
1916460,485
1924580,486
1932700,486
1940820,487
1948940,486
1957060,486
1965180,486
1973300,485
1981412,485
1989532,484
1997652,484
2005772,484
2013892,486
2022012,485
2030124,486
2038244,486
2046364,488
2054484,486
2062604,488
2070724,487
2078844,488
2086964,487
2095076,487
2103196,484
2111316,483
2119436,482
2127556,483
2135676,482
2143788,483
2151908,484
2160028,484
2168148,483
2176268,485
2184388,484
2192508,485
2200628,486
2208740,486
2216860,485
2224980,486
2233100,485
2241220,485
2249340,485
2257452,485
2265572,485
2273692,485
2281812,485
2289932,485
2298052,486
2306172,486
2314292,487
2322404,487
2330524,487
2338644,486
2346764,487
2354884,486
2363004,487
2371116,483
2379236,483
2387356,483
2395476,483
2403596,482
2411716,483
2419836,483
2427956,484
2436068,485
2444188,485
2452308,484
2460428,486
2468548,486
2476668,486
2484780,485
2492900,486
2501020,484
2509140,485
2517260,484
2525380,484
2533500,485
2541620,485
2549732,485
2557852,486
2565972,487
2574092,487
2582212,488
2590332,487
2598444,487
2606564,486
2614684,486
2622804,486
2630924,484
2639044,482
2647164,484
2655284,483
2663396,484
2671516,484
2679636,485
2687756,484
2695876,485
2703996,484
2712108,485
2720228,485
2728348,486
2736468,486
2744588,486
2752708,485
2760828,485
2768948,485
2777060,485
2785180,485
2793300,486
2801420,485
2809540,486
2817660,486
2825772,487
2833892,486
2842012,488
2850132,488
2858252,488
2866372,487
2874492,486
2882612,486
2890724,484
2898844,483
2906964,483
2915084,483
2923204,482
2931324,484
2939436,483
2947556,484
2955676,485
2963796,485
2971916,485
2980036,487
2988156,486
2996276,486

