Tempo,Saida
128,0
8108,0
15964,0
23876,0
31788,0
39692,0
47604,0
55516,0
63420,0
71332,0
79236,0
87148,0
95052,0
102964,0
110924,0
118884,0
126836,0
134796,0
142756,0
150724,0
158676,0
166644,0
174604,0
182572,0
190532,0
198484,0
206444,0
214404,0
222364,0
230316,0
238284,0
246244,0
254212,0
262180,0
270132,0
278092,0
286060,0
294020,0
301972,0
309940,0
317900,0
325868,0
333820,0
341780,0
349740,0
357708,0
365676,0
373628,0
381588,0
389548,0
397516,0
405476,0
413436,0
421396,0
429364,0
437324,0
445276,0
453244,0
461204,0
469172,0
477124,0
485084,0
493044,0
501012,0
508980,0
516932,0
524892,0
532860,0
540820,0
548772,0
556740,0
564700,0
572668,0
580636,0
588596,0
596564,0
604532,0
612500,0
620460,0
628428,0
636388,0
644356,0
652316,0
660276,0
668236,0
676204,0
684164,0
692116,0
700076,0
708036,0
716004,0
723964,0
731924,0
739892,0
747860,0
755820,0
763780,0
771748,0
779708,0
787676,0
795636,0
803604,0
811564,0
819532,0
827492,0
835444,0
843404,0
851364,0
859332,0
867292,0
875252,0
883212,0
891180,0
899148,0
907108,0
915076,0
923036,0
931004,0
938964,0
946932,0
954900,0
962868,0
970828,0
978788,0
986756,0
994716,0
1002684,0
1010700,0
1018708,0
1026724,0
1034732,0
1042748,0
1050764,0
1058772,0
1066788,0
1074804,0
1082812,0
1090828,0
1098844,0
1106852,0
1114868,0
1122884,0
1130900,0
1138916,0
1146932,0
1154940,0
1162956,0
1170972,0
1178988,0
1187004,0
1195020,0
1203028,0
1211044,0
1219052,0
1227068,0
1235084,0
1243092,0
1251108,0
1259124,0
1267132,0
1275148,0
1283164,0
1291172,0
1299188,0
1307204,0
1315220,0
1323236,0
1331252,0
1339260,0
1347276,0
1355292,0
1363308,0
1371324,0
1379340,0
1387348,0
1395364,0
1403372,0
1411388,0
1419404,0
1427412,0
1435428,0
1443444,0
1451452,0
1459468,0
1467484,0
1475492,0
1483508,0
1491524,0
1499540,0
1507556,0
1515572,0
1523580,0
1531596,0
1539612,0
1547628,0
1555644,0
1563660,0
1571668,0
1579684,0
1587692,0
1595708,0
1603724,0
1611732,0
1619748,0
1627764,0
1635772,0
1643788,0
1651804,0
1659812,0
1667828,0
1675844,0
1683860,0
1691876,0
1699892,0
1707900,0
1715916,0
1723932,0
1731948,0
1739964,0
1747980,0
1755988,0
1764004,0
1772012,0
1780028,0
1788044,0
1796052,0
1804068,0
1812084,0
1820092,0
1828108,0
1836124,0
1844132,0
1852148,0
1860164,0
1868180,0
1876196,0
1884212,0
1892220,0
1900236,0
1908252,0
1916268,0
1924284,0
1932300,0
1940308,0
1948324,0
1956332,0
1964348,0
1972364,0
1980372,0
1988388,0
1996404,0
2004412,0
2012428,0
2020444,0
2028452,0
2036468,0
2044484,0
2052500,0
2060516,0
2068532,0
2076540,0
2084556,0
2092572,0
2100588,0
2108604,0
2116620,0
2124628,0
2132644,0
2140652,0
2148668,0
2156684,0
2164692,0
2172708,0
2180724,0
2188732,0
2196748,0
2204764,0
2212772,0
2220788,0
2228804,0
2236820,0
2244836,0
2252852,0
2260860,0
2268876,0
2276892,0
2284908,0
2292924,0
2300940,0
2308948,0
2316964,0
2324972,0
2332988,0
2341004,0
2349012,0
2357028,0
2365044,0
2373052,0
2381068,0
2389084,0
2397092,0
2405108,0
2413124,0
2421140,0
2429156,0
2437172,0
2445180,0
2453196,0
2461212,0
2469228,0
2477244,0
2485260,0
2493268,0
2501284,0
2509292,0
2517308,0
2525324,0
2533332,0
2541348,0
2549364,0
2557372,0
2565396,0
2573412,0
2581420,0
2589436,0
2597452,0
2605460,0
2613476,0
2621492,0
2629500,0
2637516,0
2645532,0
2653548,0
2661564,0
2669580,0
2677588,0
2685604,0
2693612,0
2701628,0
2709644,0
2717652,0
2725668,0
2733684,0
2741692,0
2749708,0
2757724,0
2765732,0
2773748,0
2781764,0
2789780,0
2797796,0
2805812,0
2813820,0
2821836,0
2829852,0
2837868,0
2845884,0
2853900,0
2861908,0
2869924,0
2877932,0
2885948,0
2893964,0
2901972,0
2909988,0
2918004,0
2926012,0
2934028,0
2942044,0
2950052,0
2958068,0
2966084,0
2974100,0
2982116,0
2990132,0
2998140,0

