Tempo,Saida
128,0
8108,0
15964,0
23876,7
31788,20
39744,38
47704,60
55672,81
63632,104
71636,122
79652,137
87668,149
95684,162
103700,177
111764,192
119828,206
127884,221
135948,235
144012,246
152068,256
160140,263
168204,271
176268,282
184332,290
192388,296
200452,304
208516,311
216584,315
224652,323
232716,325
240780,332
248844,335
256900,339
264964,344
273028,346
281092,351
289164,352
297228,357
305292,358
313364,362
321428,363
329492,366
337556,368
345620,369
353692,371
361756,371
369820,375
377884,375
385948,378
394012,377
402084,380
410148,380
418220,379
426284,383
434348,382
442420,384
450476,383
458548,384
466620,386
474684,384
482756,386
490820,386
498892,387
506964,388
515020,386
523084,389
531148,388
539212,388
547284,389
555348,388
563420,390
571484,388
579548,390
587612,390
595684,389
603756,390
611828,390
619900,390
627972,391
636044,388
644116,391
652176,389
660244,390
668308,389
676372,389
684444,390
692508,389
700572,390
708644,390
716708,388
724780,390
732852,389
740916,390
748988,390
757052,388
765124,391
773196,389
781260,390
789332,389
797404,389
805476,390
813548,388
821620,389
829684,389
837748,388
845812,389
853876,387
861948,390
870020,388
878084,388
886156,389
894228,388
902300,389
910372,388
918436,388
926508,389
934580,387
942644,389
950716,388
958788,389
966860,388
974932,388
982996,390
991068,388
999140,388
1007212,388
1015324,387
1023444,389
1031564,387
1039684,388
1047804,388
1055924,386
1064044,388
1072164,386
1080276,388
1088396,386
1096516,386
1104636,388
1112756,386
1120876,386
1128988,386
1137108,385
1145228,388
1153348,384
1161468,387
1169588,385
1177708,386
1185828,386
1193940,385
1202060,387
1210180,386
1218300,386
1226420,388
1234540,384
1242652,387
1250772,385
1258892,386
1267012,386
1275132,384
1283252,387
1291372,385
1299492,386
1307604,386
1315724,385
1323844,387
1331964,385
1340084,386
1348204,387
1356316,385
1364436,386
1372556,385
1380676,387
1388796,386
1396916,386
1405036,386
1413156,385
1421268,387
1429388,385
1437508,386
1445628,387
1453748,384
1461868,387
1469980,386
1478100,386
1486220,386
1494340,385
1502460,388
1510580,386
1518700,386
1526820,387
1534932,385
1543052,388
1551172,384
1559292,387
1567412,386
1575532,385
1583644,386
1591764,386
1599884,387
1608004,386
1616124,385
1624244,388
1632364,384
1640484,387
1648596,386
1656716,385
1664836,387
1672956,384
1681076,387
1689196,385
1697308,386
1705428,385
1713548,384
1721668,386
1729788,385
1737908,385
1746028,386
1754148,384
1762260,386
1770380,384
1778500,386
1786620,385
1794740,384
1802860,385
1810972,384
1819092,386
1827212,384
1835332,385
1843452,385
1851572,383
1859692,386
1867812,384
1875924,385
1884044,384
1892164,384
1900284,386
1908404,383
1916524,385
1924636,384
1932756,384
1940876,386
1948996,383
1957116,386
1965236,384
1973356,384
1981476,384
1989588,383
1997708,385
2005828,383
2013948,385
2022068,384
2030188,384
2038300,384
2046420,383
2054540,386
2062660,384
2070780,384
2078900,385
2087020,383
2095140,386
2103252,383
2111372,386
2119492,385
2127612,384
2135732,385
2143852,384
2151964,386
2160084,384
2168204,384
2176324,386
2184444,383
2192564,386
2200684,384
2208804,385
2216916,386
2225036,383
2233156,386
2241276,384
2249396,385
2257516,385
2265628,384
2273748,386
2281868,384
2289988,386
2298108,385
2306228,384
2314348,385
2322468,383
2330580,386
2338700,384
2346820,385
2354940,385
2363060,384
2371180,386
2379292,384
2387412,385
2395532,385
2403652,383
2411772,385
2419892,383
2428012,385
2436132,383
2444244,384
2452364,385
2460484,383
2468604,385
2476724,384
2484844,384
2492956,385
2501076,383
2509196,385
2517316,383
2525436,385
2533556,384
2541676,384
2549796,385
2557908,383
2566028,385
2574148,385
2582268,384
2590388,385
2598508,384
2606620,386
2614740,384
2622860,384
2630980,385
2639100,383
2647220,386
2655340,382
2663460,386
2671572,384
2679692,383
2687812,384
2695932,383
2704052,385
2712172,384
2720284,384
2728404,385
2736524,383
2744644,385
2752764,383
2760884,385
2769004,384
2777124,383
2785236,385
2793356,383
2801476,385
2809596,383
2817716,384
2825836,384
2833948,382
2842068,385
2850188,383
2858308,384
2866428,383
2874548,383
2882668,384
2890788,382
2898900,384
2907020,383
2915140,383
2923260,384
2931380,382
2939500,384
2947612,382
2955732,383
2963852,382
2971972,382
2980092,383
2988212,381
2996332,383

